precursor_charge	precursor_mz	identifier	scan	retention_time	cluster_idex	index in file
0	321.121	MSV000078787_specs_ms.mgf	94	-1	57	94
0	322.151	MSV000078787_specs_ms.mgf	95	-1	60	95
0	323.133	MSV000078787_specs_ms.mgf	96	-1	60	96
0	325.071	MSV000078787_specs_ms.mgf	97	-1	61	97
0	325.099	MSV000078787_specs_ms.mgf	98	-1	61	98
0	325.103	MSV000078787_specs_ms.mgf	99	-1	61	99
0	325.165	MSV000078787_specs_ms.mgf	100	-1	61	100
0	325.228	MSV000078787_specs_ms.mgf	101	-1	61	101
0	326.198	MSV000078787_specs_ms.mgf	104	-1	63	104
0	327.153	MSV000078787_specs_ms.mgf	105	-1	63	105
0	328.148	MSV000078787_specs_ms.mgf	107	-1	63	107
0	328.153	MSV000078787_specs_ms.mgf	108	-1	63	108
0	329.284	MSV000078787_specs_ms.mgf	109	-1	66	109
0	329.288	MSV000078787_specs_ms.mgf	110	-1	66	110
0	330.303	MSV000078787_specs_ms.mgf	111	-1	67	111
0	331.264	MSV000078787_specs_ms.mgf	112	-1	67	112
0	333.148	MSV000078787_specs_ms.mgf	113	-1	68	113
0	333.179	MSV000078787_specs_ms.mgf	114	-1	68	114
0	333.187	MSV000078787_specs_ms.mgf	115	-1	68	115
0	334.139	MSV000078787_specs_ms.mgf	116	-1	68	116
0	335.668	MSV000078787_specs_ms.mgf	117	-1	69	117
0	336.167	MSV000078787_specs_ms.mgf	118	-1	69	118
0	337.123	MSV000078787_specs_ms.mgf	120	-1	71	120
0	337.184	MSV000078787_specs_ms.mgf	121	-1	71	121
0	337.605	MSV000078787_specs_ms.mgf	122	-1	71	122
0	337.613	MSV000078787_specs_ms.mgf	123	-1	71	123
0	339.089	MSV000078787_specs_ms.mgf	124	-1	72	124
0	339.235	MSV000078787_specs_ms.mgf	125	-1	72	125
0	339.256	MSV000078787_specs_ms.mgf	126	-1	72	126
0	342.064	MSV000078787_specs_ms.mgf	127	-1	73	127
0	342.208	MSV000078787_specs_ms.mgf	128	-1	73	128
0	343.145	MSV000078787_specs_ms.mgf	129	-1	74	129
0	343.303	MSV000078787_specs_ms.mgf	131	-1	74	131
0	344.254	MSV000078787_specs_ms.mgf	132	-1	76	132
0	345.163	MSV000078787_specs_ms.mgf	133	-1	76	133
0	347.144	MSV000078787_specs_ms.mgf	134	-1	77	134
0	347.158	MSV000078787_specs_ms.mgf	135	-1	77	135
0	347.161	MSV000078787_specs_ms.mgf	136	-1	77	136
0	347.196	MSV000078787_specs_ms.mgf	137	-1	77	137
0	348.195	MSV000078787_specs_ms.mgf	138	-1	78	138
0	348.676	MSV000078787_specs_ms.mgf	139	-1	78	139
0	349.179	MSV000078787_specs_ms.mgf	140	-1	78	140
0	349.175	MSV000078787_specs_ms.mgf	141	-1	78	141
0	349.188	MSV000078787_specs_ms.mgf	142	-1	78	142
0	350.607	MSV000078787_specs_ms.mgf	143	-1	79	143
0	351.263	MSV000078787_specs_ms.mgf	146	-1	79	146
0	352.66	MSV000078787_specs_ms.mgf	144	-1	81	144
0	353.094	MSV000078787_specs_ms.mgf	147	-1	81	147
0	356.187	MSV000078787_specs_ms.mgf	149	-1	83	149
0	357.117	MSV000078787_specs_ms.mgf	150	-1	83	150
0	357.162	MSV000078787_specs_ms.mgf	151	-1	83	151
0	357.314	MSV000078787_specs_ms.mgf	154	-1	85	154
0	357.314	MSV000078787_specs_ms.mgf	155	-1	85	155
0	358.313	MSV000078787_specs_ms.mgf	156	-1	85	156
0	358.75	MSV000078787_specs_ms.mgf	157	-1	85	157
0	359.177	MSV000078787_specs_ms.mgf	158	-1	85	158
0	359.297	MSV000078787_specs_ms.mgf	159	-1	85	159
0	359.752	MSV000078787_specs_ms.mgf	160	-1	87	160
0	360.072	MSV000078787_specs_ms.mgf	161	-1	87	161
0	362.191	MSV000078787_specs_ms.mgf	162	-1	88	162
0	362.826	MSV000078787_specs_ms.mgf	163	-1	88	163
0	363.164	MSV000078787_specs_ms.mgf	165	-1	88	165
0	363.221	MSV000078787_specs_ms.mgf	166	-1	90	166
0	364.17	MSV000078787_specs_ms.mgf	167	-1	90	167
0	364.171	MSV000078787_specs_ms.mgf	168	-1	90	168
0	365.111	MSV000078787_specs_ms.mgf	171	-1	90	171
0	365.259	MSV000078787_specs_ms.mgf	169	-1	91	169
0	365.281	MSV000078787_specs_ms.mgf	172	-1	91	172
0	366.124	MSV000078787_specs_ms.mgf	173	-1	93	173
0	366.182	MSV000078787_specs_ms.mgf	174	-1	93	174
0	367.106	MSV000078787_specs_ms.mgf	176	-1	93	176
0	367.207	MSV000078787_specs_ms.mgf	177	-1	95	177
0	368.199	MSV000078787_specs_ms.mgf	179	-1	95	179
0	368.727	MSV000078787_specs_ms.mgf	180	-1	95	180
0	369.099	MSV000078787_specs_ms.mgf	181	-1	95	181
0	369.18	MSV000078787_specs_ms.mgf	182	-1	95	182
0	370.244	MSV000078787_specs_ms.mgf	183	-1	97	183
0	370.252	MSV000078787_specs_ms.mgf	184	-1	97	184
0	370.7	MSV000078787_specs_ms.mgf	185	-1	97	185
0	371.663	MSV000078787_specs_ms.mgf	190	-1	97	190
0	371.261	MSV000078787_specs_ms.mgf	186	-1	98	186
0	371.329	MSV000078787_specs_ms.mgf	189	-1	98	189
0	373.256	MSV000078787_specs_ms.mgf	191	-1	101	191
0	374.223	MSV000078787_specs_ms.mgf	192	-1	101	192
0	375.711	MSV000078787_specs_ms.mgf	193	-1	102	193
0	375.719	MSV000078787_specs_ms.mgf	194	-1	102	194
0	375.718	MSV000078787_specs_ms.mgf	195	-1	102	195
0	376.332	MSV000078787_specs_ms.mgf	196	-1	103	196
0	376.73	MSV000078787_specs_ms.mgf	197	-1	103	197
0	379.046	MSV000078787_specs_ms.mgf	201	-1	107	201
0	379.105	MSV000078787_specs_ms.mgf	202	-1	107	202
0	379.124	MSV000078787_specs_ms.mgf	203	-1	107	203
0	379.147	MSV000078787_specs_ms.mgf	204	-1	107	204
0	380.208	MSV000078787_specs_ms.mgf	207	-1	110	207
0	381.157	MSV000078787_specs_ms.mgf	208	-1	110	208
0	382.178	MSV000078787_specs_ms.mgf	209	-1	111	209
0	383.071	MSV000078787_specs_ms.mgf	210	-1	111	210
0	383.144	MSV000078787_specs_ms.mgf	211	-1	111	211
0	383.232	MSV000078787_specs_ms.mgf	212	-1	112	212
0	383.324	MSV000078787_specs_ms.mgf	214	-1	112	214
0	384.191	MSV000078787_specs_ms.mgf	215	-1	112	215
0	384.722	MSV000078787_specs_ms.mgf	219	-1	112	219
0	384.256	MSV000078787_specs_ms.mgf	216	-1	114	216
0	384.275	MSV000078787_specs_ms.mgf	218	-1	114	218
0	385.342	MSV000078787_specs_ms.mgf	222	-1	117	222
0	386.132	MSV000078787_specs_ms.mgf	223	-1	117	223
0	386.152	MSV000078787_specs_ms.mgf	224	-1	117	224
0	386.162	MSV000078787_specs_ms.mgf	225	-1	117	225
0	386.278	MSV000078787_specs_ms.mgf	226	-1	117	226
0	386.319	MSV000078787_specs_ms.mgf	227	-1	117	227
0	387.273	MSV000078787_specs_ms.mgf	230	-1	120	230
0	387.323	MSV000078787_specs_ms.mgf	233	-1	120	233
0	387.329	MSV000078787_specs_ms.mgf	234	-1	122	234
0	388.276	MSV000078787_specs_ms.mgf	237	-1	122	237
0	389.249	MSV000078787_specs_ms.mgf	239	-1	122	239
0	390.285	MSV000078787_specs_ms.mgf	240	-1	128	240
0	391.285	MSV000078787_specs_ms.mgf	242	-1	128	242
0	391.284	MSV000078787_specs_ms.mgf	243	-1	128	243
0	391.729	MSV000078787_specs_ms.mgf	244	-1	128	244
0	392.168	MSV000078787_specs_ms.mgf	245	-1	128	245
0	392.2	MSV000078787_specs_ms.mgf	246	-1	128	246
0	392.268	MSV000078787_specs_ms.mgf	249	-1	128	249
0	393.163	MSV000078787_specs_ms.mgf	251	-1	133	251
0	393.24	MSV000078787_specs_ms.mgf	252	-1	133	252
0	394.178	MSV000078787_specs_ms.mgf	253	-1	134	253
0	394.179	MSV000078787_specs_ms.mgf	254	-1	134	254
0	394.183	MSV000078787_specs_ms.mgf	255	-1	134	255
0	395.03	MSV000078787_specs_ms.mgf	257	-1	134	257
0	395.119	MSV000078787_specs_ms.mgf	258	-1	134	258
0	396.13	MSV000078787_specs_ms.mgf	259	-1	136	259
0	396.189	MSV000078787_specs_ms.mgf	260	-1	136	260
0	396.193	MSV000078787_specs_ms.mgf	261	-1	136	261
0	397.151	MSV000078787_specs_ms.mgf	262	-1	137	262
0	397.159	MSV000078787_specs_ms.mgf	263	-1	137	263
0	397.159	MSV000078787_specs_ms.mgf	264	-1	137	264
0	397.242	MSV000078787_specs_ms.mgf	265	-1	137	265
0	397.692	MSV000078787_specs_ms.mgf	266	-1	137	266
0	397.772	MSV000078787_specs_ms.mgf	267	-1	137	267
0	398.27	MSV000078787_specs_ms.mgf	268	-1	138	268
0	398.296	MSV000078787_specs_ms.mgf	269	-1	138	269
0	398.7	MSV000078787_specs_ms.mgf	270	-1	138	270
0	398.744	MSV000078787_specs_ms.mgf	272	-1	138	272
0	398.747	MSV000078787_specs_ms.mgf	273	-1	138	273
0	398.75	MSV000078787_specs_ms.mgf	274	-1	138	274
0	399.585	MSV000078787_specs_ms.mgf	275	-1	138	275
0	400.168	MSV000078787_specs_ms.mgf	276	-1	140	276
0	400.182	MSV000078787_specs_ms.mgf	277	-1	140	277
0	400.187	MSV000078787_specs_ms.mgf	278	-1	140	278
0	400.3	MSV000078787_specs_ms.mgf	279	-1	140	279
0	401.128	MSV000078787_specs_ms.mgf	280	-1	140	280
0	401.135	MSV000078787_specs_ms.mgf	281	-1	140	281
0	401.762	MSV000078787_specs_ms.mgf	284	-1	140	284
0	401.257	MSV000078787_specs_ms.mgf	282	-1	141	282
0	401.351	MSV000078787_specs_ms.mgf	283	-1	141	283
0	402.205	MSV000078787_specs_ms.mgf	285	-1	141	285
0	403.179	MSV000078787_specs_ms.mgf	288	-1	141	288
0	402.284	MSV000078787_specs_ms.mgf	287	-1	143	287
0	403.253	MSV000078787_specs_ms.mgf	289	-1	143	289
0	404.202	MSV000078787_specs_ms.mgf	290	-1	143	290
0	405.146	MSV000078787_specs_ms.mgf	291	-1	143	291
0	405.751	MSV000078787_specs_ms.mgf	293	-1	143	293
0	405.752	MSV000078787_specs_ms.mgf	294	-1	143	294
0	405.754	MSV000078787_specs_ms.mgf	295	-1	143	295
0	406.176	MSV000078787_specs_ms.mgf	296	-1	145	296
0	406.21	MSV000078787_specs_ms.mgf	297	-1	145	297
0	406.259	MSV000078787_specs_ms.mgf	298	-1	145	298
0	408.083	MSV000078787_specs_ms.mgf	302	-1	148	302
0	407.51	MSV000078787_specs_ms.mgf	303	-1	148	303
0	408.195	MSV000078787_specs_ms.mgf	304	-1	148	304
0	408.722	MSV000078787_specs_ms.mgf	305	-1	148	305
0	411.314	MSV000078787_specs_ms.mgf	311	-1	155	311
0	412.267	MSV000078787_specs_ms.mgf	312	-1	155	312
0	412.754	MSV000078787_specs_ms.mgf	314	-1	155	314
0	412.758	MSV000078787_specs_ms.mgf	316	-1	155	316
0	412.413	MSV000078787_specs_ms.mgf	313	-1	156	313
0	413.304	MSV000078787_specs_ms.mgf	317	-1	156	317
0	413.345	MSV000078787_specs_ms.mgf	318	-1	156	318
0	413.766	MSV000078787_specs_ms.mgf	319	-1	156	319
0	414.713	MSV000078787_specs_ms.mgf	320	-1	156	320
0	415.224	MSV000078787_specs_ms.mgf	321	-1	158	321
0	415.751	MSV000078787_specs_ms.mgf	322	-1	158	322
0	416.161	MSV000078787_specs_ms.mgf	323	-1	158	323
0	416.178	MSV000078787_specs_ms.mgf	324	-1	158	324
0	418.192	MSV000078787_specs_ms.mgf	329	-1	163	329
0	418.194	MSV000078787_specs_ms.mgf	330	-1	163	330
0	418.196	MSV000078787_specs_ms.mgf	331	-1	163	331
0	418.297	MSV000078787_specs_ms.mgf	332	-1	163	332
0	419.202	MSV000078787_specs_ms.mgf	333	-1	164	333
0	419.728	MSV000078787_specs_ms.mgf	334	-1	164	334
0	420.338	MSV000078787_specs_ms.mgf	336	-1	166	336
0	421.159	MSV000078787_specs_ms.mgf	337	-1	166	337
0	422.201	MSV000078787_specs_ms.mgf	339	-1	168	339
0	422.471	MSV000078787_specs_ms.mgf	340	-1	168	340
0	422.309	MSV000078787_specs_ms.mgf	341	-1	168	341
0	422.362	MSV000078787_specs_ms.mgf	342	-1	168	342
0	422.584	MSV000078787_specs_ms.mgf	343	-1	168	343
0	423.103	MSV000078787_specs_ms.mgf	344	-1	168	344
0	423.269	MSV000078787_specs_ms.mgf	345	-1	169	345
0	423.291	MSV000078787_specs_ms.mgf	346	-1	169	346
0	423.295	MSV000078787_specs_ms.mgf	347	-1	169	347
0	424.101	MSV000078787_specs_ms.mgf	348	-1	169	348
0	424.269	MSV000078787_specs_ms.mgf	353	-1	169	353
0	424.269	MSV000078787_specs_ms.mgf	354	-1	169	354
0	424.27	MSV000078787_specs_ms.mgf	352	-1	172	352
0	425.234	MSV000078787_specs_ms.mgf	357	-1	172	357
0	426.107	MSV000078787_specs_ms.mgf	356	-1	172	356
0	425.79	MSV000078787_specs_ms.mgf	358	-1	172	358
0	426.271	MSV000078787_specs_ms.mgf	359	-1	175	359
0	426.282	MSV000078787_specs_ms.mgf	362	-1	175	362
0	426.761	MSV000078787_specs_ms.mgf	363	-1	175	363
0	426.844	MSV000078787_specs_ms.mgf	364	-1	175	364
0	427.2	MSV000078787_specs_ms.mgf	365	-1	175	365
0	427.33	MSV000078787_specs_ms.mgf	367	-1	179	367
0	427.347	MSV000078787_specs_ms.mgf	368	-1	179	368
0	427.823	MSV000078787_specs_ms.mgf	369	-1	179	369
0	428.231	MSV000078787_specs_ms.mgf	371	-1	179	371
0	428.291	MSV000078787_specs_ms.mgf	373	-1	179	373
0	428.335	MSV000078787_specs_ms.mgf	374	-1	181	374
0	428.344	MSV000078787_specs_ms.mgf	375	-1	181	375
0	428.855	MSV000078787_specs_ms.mgf	370	-1	181	370
0	429.002	MSV000078787_specs_ms.mgf	376	-1	181	376
0	429.24	MSV000078787_specs_ms.mgf	378	-1	181	378
0	429.253	MSV000078787_specs_ms.mgf	379	-1	181	379
0	429.431	MSV000078787_specs_ms.mgf	381	-1	184	381
0	429.717	MSV000078787_specs_ms.mgf	382	-1	184	382
0	430.912	MSV000078787_specs_ms.mgf	384	-1	186	384
0	430.917	MSV000078787_specs_ms.mgf	385	-1	186	385
0	431.325	MSV000078787_specs_ms.mgf	387	-1	186	387
0	431.335	MSV000078787_specs_ms.mgf	388	-1	186	388
0	432.177	MSV000078787_specs_ms.mgf	389	-1	188	389
0	432.231	MSV000078787_specs_ms.mgf	390	-1	188	390
0	432.658	MSV000078787_specs_ms.mgf	393	-1	188	393
0	434.146	MSV000078787_specs_ms.mgf	394	-1	191	394
0	434.168	MSV000078787_specs_ms.mgf	395	-1	191	395
0	434.188	MSV000078787_specs_ms.mgf	396	-1	191	396
0	434.279	MSV000078787_specs_ms.mgf	397	-1	191	397
0	434.313	MSV000078787_specs_ms.mgf	398	-1	191	398
0	434.355	MSV000078787_specs_ms.mgf	399	-1	191	399
0	435.199	MSV000078787_specs_ms.mgf	400	-1	192	400
0	435.203	MSV000078787_specs_ms.mgf	401	-1	192	401
0	435.359	MSV000078787_specs_ms.mgf	403	-1	192	403
0	436.196	MSV000078787_specs_ms.mgf	404	-1	192	404
0	437.303	MSV000078787_specs_ms.mgf	407	-1	195	407
0	437.314	MSV000078787_specs_ms.mgf	408	-1	195	408
0	437.309	MSV000078787_specs_ms.mgf	409	-1	195	409
0	437.973	MSV000078787_specs_ms.mgf	406	-1	195	406
0	438.154	MSV000078787_specs_ms.mgf	411	-1	195	411
0	438.211	MSV000078787_specs_ms.mgf	412	-1	195	412
0	438.858	MSV000078787_specs_ms.mgf	414	-1	195	414
0	438.87	MSV000078787_specs_ms.mgf	415	-1	195	415
0	439.105	MSV000078787_specs_ms.mgf	416	-1	198	416
0	439.224	MSV000078787_specs_ms.mgf	418	-1	198	418
0	439.234	MSV000078787_specs_ms.mgf	419	-1	198	419
0	439.311	MSV000078787_specs_ms.mgf	420	-1	198	420
0	440.181	MSV000078787_specs_ms.mgf	421	-1	200	421
0	440.247	MSV000078787_specs_ms.mgf	422	-1	200	422
0	440.254	MSV000078787_specs_ms.mgf	424	-1	200	424
0	440.26	MSV000078787_specs_ms.mgf	425	-1	200	425
0	440.267	MSV000078787_specs_ms.mgf	427	-1	200	427
0	440.411	MSV000078787_specs_ms.mgf	430	-1	200	430
0	441.186	MSV000078787_specs_ms.mgf	432	-1	205	432
0	441.266	MSV000078787_specs_ms.mgf	433	-1	205	433
0	441.284	MSV000078787_specs_ms.mgf	434	-1	205	434
0	441.515	MSV000078787_specs_ms.mgf	431	-1	205	431
0	441.729	MSV000078787_specs_ms.mgf	436	-1	205	436
0	442.205	MSV000078787_specs_ms.mgf	437	-1	207	437
0	442.22	MSV000078787_specs_ms.mgf	438	-1	207	438
0	442.279	MSV000078787_specs_ms.mgf	440	-1	207	440
0	442.28	MSV000078787_specs_ms.mgf	442	-1	207	442
0	443.241	MSV000078787_specs_ms.mgf	446	-1	212	446
0	443.426	MSV000078787_specs_ms.mgf	447	-1	212	447
0	443.541	MSV000078787_specs_ms.mgf	449	-1	212	449
0	444.167	MSV000078787_specs_ms.mgf	450	-1	212	450
0	444.237	MSV000078787_specs_ms.mgf	451	-1	212	451
0	444.268	MSV000078787_specs_ms.mgf	443	-1	213	443
0	445.139	MSV000078787_specs_ms.mgf	452	-1	213	452
0	445.163	MSV000078787_specs_ms.mgf	453	-1	213	453
0	445.286	MSV000078787_specs_ms.mgf	455	-1	215	455
0	445.339	MSV000078787_specs_ms.mgf	456	-1	215	456
0	446.29	MSV000078787_specs_ms.mgf	457	-1	217	457
0	446.732	MSV000078787_specs_ms.mgf	458	-1	217	458
0	446.736	MSV000078787_specs_ms.mgf	459	-1	217	459
0	446.736	MSV000078787_specs_ms.mgf	460	-1	217	460
0	446.774	MSV000078787_specs_ms.mgf	461	-1	217	461
0	446.78	MSV000078787_specs_ms.mgf	462	-1	217	462
0	448.225	MSV000078787_specs_ms.mgf	464	-1	219	464
0	448.247	MSV000078787_specs_ms.mgf	465	-1	219	465
0	448.274	MSV000078787_specs_ms.mgf	467	-1	219	467
0	448.404	MSV000078787_specs_ms.mgf	468	-1	219	468
0	448.388	MSV000078787_specs_ms.mgf	471	-1	219	471
0	448.581	MSV000078787_specs_ms.mgf	473	-1	219	473
0	449.206	MSV000078787_specs_ms.mgf	474	-1	219	474
0	449.214	MSV000078787_specs_ms.mgf	475	-1	219	475
0	449.225	MSV000078787_specs_ms.mgf	478	-1	219	478
0	449.359	MSV000078787_specs_ms.mgf	479	-1	225	479
0	449.747	MSV000078787_specs_ms.mgf	480	-1	225	480
0	450.228	MSV000078787_specs_ms.mgf	482	-1	225	482
0	450.243	MSV000078787_specs_ms.mgf	484	-1	225	484
0	450.307	MSV000078787_specs_ms.mgf	485	-1	225	485
0	451.179	MSV000078787_specs_ms.mgf	487	-1	230	487
0	451.202	MSV000078787_specs_ms.mgf	488	-1	230	488
0	451.252	MSV000078787_specs_ms.mgf	489	-1	230	489
0	452.169	MSV000078787_specs_ms.mgf	491	-1	230	491
0	452.678	MSV000078787_specs_ms.mgf	495	-1	230	495
0	452.269	MSV000078787_specs_ms.mgf	490	-1	231	490
0	452.307	MSV000078787_specs_ms.mgf	493	-1	231	493
0	452.298	MSV000078787_specs_ms.mgf	494	-1	231	494
0	453.181	MSV000078787_specs_ms.mgf	496	-1	231	496
0	453.207	MSV000078787_specs_ms.mgf	497	-1	231	497
0	453.741	MSV000078787_specs_ms.mgf	498	-1	231	498
0	454.14	MSV000078787_specs_ms.mgf	499	-1	231	499
0	454.148	MSV000078787_specs_ms.mgf	500	-1	231	500
0	454.19	MSV000078787_specs_ms.mgf	501	-1	233	501
0	454.194	MSV000078787_specs_ms.mgf	502	-1	233	502
0	454.295	MSV000078787_specs_ms.mgf	504	-1	233	504
0	455.287	MSV000078787_specs_ms.mgf	505	-1	235	505
0	455.303	MSV000078787_specs_ms.mgf	506	-1	235	506
0	455.396	MSV000078787_specs_ms.mgf	511	-1	235	511
0	455.396	MSV000078787_specs_ms.mgf	512	-1	235	512
0	455.761	MSV000078787_specs_ms.mgf	513	-1	235	513
0	456.294	MSV000078787_specs_ms.mgf	514	-1	239	514
0	456.292	MSV000078787_specs_ms.mgf	515	-1	239	515
0	456.382	MSV000078787_specs_ms.mgf	516	-1	239	516
0	457.151	MSV000078787_specs_ms.mgf	519	-1	239	519
0	457.222	MSV000078787_specs_ms.mgf	520	-1	239	520
0	457.222	MSV000078787_specs_ms.mgf	521	-1	239	521
0	457.697	MSV000078787_specs_ms.mgf	523	-1	239	523
0	457.723	MSV000078787_specs_ms.mgf	524	-1	239	524
0	458.096	MSV000078787_specs_ms.mgf	507	-1	242	507
0	458.324	MSV000078787_specs_ms.mgf	527	-1	242	527
0	458.179	MSV000078787_specs_ms.mgf	525	-1	243	525
0	458.752	MSV000078787_specs_ms.mgf	528	-1	243	528
0	458.752	MSV000078787_specs_ms.mgf	529	-1	243	529
0	459.192	MSV000078787_specs_ms.mgf	531	-1	247	531
0	459.239	MSV000078787_specs_ms.mgf	533	-1	247	533
0	459.252	MSV000078787_specs_ms.mgf	535	-1	247	535
0	460.225	MSV000078787_specs_ms.mgf	536	-1	250	536
0	460.252	MSV000078787_specs_ms.mgf	538	-1	250	538
0	460.281	MSV000078787_specs_ms.mgf	540	-1	250	540
0	460.554	MSV000078787_specs_ms.mgf	539	-1	250	539
0	460.747	MSV000078787_specs_ms.mgf	541	-1	250	541
0	460.77	MSV000078787_specs_ms.mgf	542	-1	250	542
0	460.805	MSV000078787_specs_ms.mgf	543	-1	250	543
0	461.245	MSV000078787_specs_ms.mgf	544	-1	252	544
0	461.777	MSV000078787_specs_ms.mgf	545	-1	252	545
0	462.259	MSV000078787_specs_ms.mgf	547	-1	254	547
0	462.259	MSV000078787_specs_ms.mgf	548	-1	254	548
0	462.284	MSV000078787_specs_ms.mgf	549	-1	255	549
0	462.403	MSV000078787_specs_ms.mgf	553	-1	255	553
0	463.155	MSV000078787_specs_ms.mgf	556	-1	255	556
0	463.232	MSV000078787_specs_ms.mgf	557	-1	255	557
0	463.241	MSV000078787_specs_ms.mgf	559	-1	255	559
0	463.258	MSV000078787_specs_ms.mgf	560	-1	255	560
0	463.271	MSV000078787_specs_ms.mgf	561	-1	255	561
0	463.776	MSV000078787_specs_ms.mgf	564	-1	255	564
0	464.728	MSV000078787_specs_ms.mgf	572	-1	255	572
0	464.747	MSV000078787_specs_ms.mgf	574	-1	255	574
0	464.749	MSV000078787_specs_ms.mgf	575	-1	255	575
0	465.706	MSV000078787_specs_ms.mgf	582	-1	255	582
0	465.723	MSV000078787_specs_ms.mgf	583	-1	255	583
0	464.217	MSV000078787_specs_ms.mgf	565	-1	264	565
0	464.218	MSV000078787_specs_ms.mgf	566	-1	264	566
0	464.221	MSV000078787_specs_ms.mgf	567	-1	264	567
0	464.268	MSV000078787_specs_ms.mgf	570	-1	264	570
0	464.305	MSV000078787_specs_ms.mgf	571	-1	264	571
0	464.872	MSV000078787_specs_ms.mgf	577	-1	264	577
0	465.212	MSV000078787_specs_ms.mgf	578	-1	264	578
0	465.216	MSV000078787_specs_ms.mgf	579	-1	264	579
0	465.217	MSV000078787_specs_ms.mgf	580	-1	264	580
0	465.828	MSV000078787_specs_ms.mgf	585	-1	264	585
0	466.762	MSV000078787_specs_ms.mgf	593	-1	264	593
0	467.749	MSV000078787_specs_ms.mgf	600	-1	264	600
0	465.266	MSV000078787_specs_ms.mgf	581	-1	268	581
0	466.193	MSV000078787_specs_ms.mgf	586	-1	268	586
0	466.25	MSV000078787_specs_ms.mgf	587	-1	268	587
0	466.226	MSV000078787_specs_ms.mgf	588	-1	268	588
0	466.236	MSV000078787_specs_ms.mgf	589	-1	268	589
0	467.017	MSV000078787_specs_ms.mgf	592	-1	268	592
0	467.173	MSV000078787_specs_ms.mgf	594	-1	268	594
0	466.27	MSV000078787_specs_ms.mgf	590	-1	271	590
